0,0
1,1
2,42
3,43
4,44
5,45
6,46
7,47
8,48
9,49
10,50
11,51
12,52
13,53
14,54
15,55
16,56
17,57
18,59
19,60
20,61
21,62
22,64
23,65
24,67
25,68
26,70
27,71
28,73
29,74
30,75
31,78
32,81
33,83
34,84
35,86
36,88
37,89
38,91
39,92
40,94
41,97
42,100
43,102
44,103
45,105
46,106
47,108
48,109
49,111
50,112
51,114
52,117
53,118
54,119
55,121
56,122
57,123
58,125
59,126
60,127
61,128
62,130
63,131
64,133
65,134
66,135
67,136
68,137
69,138
70,139
71,140
72,142
73,143
74,144
75,145
76,146
77,147
78,148
79,149
80,150
81,151
82,153
83,154
84,155
85,156
86,157
87,158
88,159
89,160
90,161
91,162
92,164
93,165
94,166
95,167
96,168
97,169
98,170
99,171
100,172
101,173
102,174
103,175
104,176
105,177
106,178
107,179
108,180
109,181
110,182
111,183
112,184
113,185
114,186
115,187
116,188
117,189
118,190
119,191
120,192
121,193
122,194
123,195
124,196
125,197
126,198
127,199
128,200
129,201
130,202
131,203
132,204
133,205
134,206
135,207
136,208
137,209
138,210
139,211
140,212
141,213
142,214
143,215
144,216
145,217
146,218
147,219
148,220
149,221
150,222
151,223
152,224
153,225
154,226
155,227
156,228
157,229
158,230
159,231
160,232
161,233
162,234
163,235
164,236
165,237
166,238
167,239
168,240
169,241
170,242
171,243
172,244
173,245
174,246
175,247
176,248
177,249
178,250
179,251
180,252
181,253
182,254
183,255
184,256
185,257
186,258
187,259
188,260
189,261
190,262
191,263
192,264
193,265
194,266
195,267
196,268
197,269
198,270
199,271
200,272
201,273
202,274
203,275
204,276
205,277
206,278
207,279
208,280
209,281
210,282
211,283
212,284
213,285
214,286
215,287
216,288
217,289
218,290
219,291
220,292
221,293
222,294
223,295
224,296
225,297
226,298
227,299
228,300
229,301
230,302
231,303
232,304
233,305
234,306
235,307
236,308
237,309
238,310
239,311
240,312
241,313
242,314
243,315
244,316
245,317
246,318
247,319
248,320
249,321
250,322
251,323
252,324
253,325
254,326
255,327
256,328
257,329
258,330
259,331
260,332
261,333
262,334
263,335
264,336
265,337
266,338
267,339
268,340
269,341
270,342
271,343
272,344
273,345
274,346
275,347
276,348
277,349
278,350
279,351
280,352
281,353
282,354
283,355
284,356
285,357
286,358
287,359
288,360
289,361
290,362
291,363
292,364
293,365
294,366
295,367
296,368
297,369
298,370
299,371
300,372
301,373
302,374
303,375
304,376
305,377
306,378
307,379
308,380
309,381
310,382
311,383
312,384
313,385
314,386
315,387
316,388
317,389
318,390
319,391
320,392
321,393
322,394
323,395
324,396
325,397
326,398
327,399
328,400
329,401
330,402
331,403
332,404
333,405
334,406
335,407
336,408
337,409
338,410
339,411
340,412
341,413
342,414
343,415
344,416
345,417
346,418
347,419
348,420
349,421
350,422
351,423
352,424
353,425
354,426
355,427
356,428
357,429
358,430
359,431
360,432
361,433
362,434
363,435
364,436
365,437
366,438
367,439
368,440
369,441
370,442
371,443
372,444
373,445
374,446
375,447
376,448
377,449
378,450
379,451
380,452
381,453
382,454
383,455
384,456
385,457
386,458
387,459
388,460
389,461
390,462
391,463
392,464
393,465
394,466
395,467
396,468
397,469
398,470
399,471
400,472
401,473
402,474
403,475
404,476
405,477
406,478
407,479
408,480
409,481
410,482
411,483
412,484
413,485
414,486
415,487
416,488
417,489
418,490
419,491
420,492
421,493
422,494
423,495
424,496
425,497
426,498
427,499
428,500
429,501
430,502
431,503
432,504
433,505
434,506
435,507
436,508
437,509
438,510
439,511
440,512
441,513
442,514
443,515
444,516
445,517
446,518
447,519
448,520
449,521
450,522
451,523
452,524
453,525
454,526
455,527
456,528
457,529
458,530
459,531
460,532
461,533
462,534
463,535
464,536
465,537
466,538
467,539
468,540
469,541
470,542
471,543
472,544
473,545
474,546
475,547
476,548
477,549
478,550
479,551
480,552
481,553
482,554
483,555
484,556
485,557
486,558
487,559
488,560
489,561
490,562
491,563
492,564
493,565
494,566
495,567
496,568
497,569
498,570
499,571
500,572
501,573
502,574
503,575
504,576
505,577
506,578
507,579
508,580
509,581
510,582
511,583
512,584
513,585
514,586
515,587
516,588
517,589
518,590
519,591
520,592
521,593
522,594
523,595
524,596
525,597
526,598
527,599
528,600
529,601
530,602
531,603
532,604
533,605
534,606
535,607
536,608
537,609
538,610
539,611
540,612
541,613
542,614
543,615
544,616
545,617
546,618
547,619
548,620
549,621
550,622
551,623
552,624
553,625
554,626
555,627
556,628
557,629
558,630
559,631
560,632
561,633
562,634
563,635
564,636
565,637
566,638
567,639
