0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,124
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
146,146
147,147
148,148
149,149
150,150
151,151
152,152
153,153
154,154
155,155
156,156
157,157
158,158
159,159
160,160
161,161
162,162
163,163
164,164
165,165
166,166
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
178,178
179,179
180,180
181,181
182,182
183,183
184,184
185,185
186,186
187,187
188,188
189,189
190,190
191,191
192,192
193,193
194,194
195,195
196,196
197,197
198,198
199,199
200,200
201,201
202,202
203,203
204,204
205,205
206,206
207,207
208,208
209,209
210,210
211,211
212,212
213,213
214,214
215,215
216,216
217,217
218,218
219,219
220,220
221,221
222,222
223,223
224,224
225,225
226,226
227,227
228,228
229,229
230,230
231,231
232,232
233,233
234,234
235,235
236,236
237,237
238,238
239,239
240,240
241,241
242,242
243,245
244,248
245,250
246,251
247,253
248,255
249,257
250,259
251,260
252,261
253,262
254,264
255,265
256,266
257,268
258,269
259,271
260,272
261,273
262,274
263,275
264,276
265,277
266,278
267,279
268,280
269,281
270,282
271,283
272,284
273,285
274,286
275,287
276,288
277,289
278,290
279,291
280,292
281,293
282,294
283,295
284,296
285,297
286,298
287,299
288,300
289,301
290,302
291,303
292,304
293,305
294,306
295,307
296,308
297,309
298,310
299,311
300,312
301,313
302,314
303,315
304,316
305,317
306,318
307,319
308,320
309,321
310,401
311,407
312,408
313,409
314,410
315,411
316,434
317,435
318,436
319,437
320,438
321,445
322,446
323,447
324,448
325,449
326,450
327,451
328,452
329,453
330,454
331,455
332,456
333,457
334,458
335,459
336,460
337,461
338,462
339,463
340,464
341,465
342,466
343,467
344,468
345,469
346,470
347,471
348,472
349,473
350,474
351,475
352,476
353,477
354,478
355,479
356,480
357,481
358,482
359,483
360,484
361,485
362,486
363,487
364,488
365,489
366,490
367,491
368,492
369,493
370,494
371,495
372,496
373,497
374,498
375,499
376,500
377,501
378,502
379,503
380,504
381,505
382,506
383,507
384,508
385,509
386,510
387,511
388,512
389,513
390,514
391,515
392,516
393,517
394,518
395,519
396,520
397,521
398,522
399,523
400,524
401,525
402,526
403,527
404,528
405,529
406,530
407,531
408,532
409,533
410,534
411,535
412,536
413,537
414,538
415,539
416,540
417,541
418,542
419,543
420,544
421,545
422,546
423,547
424,548
425,549
426,550
427,551
428,552
429,553
430,554
431,555
432,556
433,557
434,558
435,559
436,560
437,561
438,562
439,563
440,564
441,565
442,566
443,567
444,568
445,569
446,570
447,571
448,572
449,573
450,574
451,575
452,576
453,577
454,578
455,579
456,580
457,581
458,582
459,583
460,584
461,585
462,586
463,587
464,588
465,589
466,590
467,591
468,592
469,593
470,594
471,595
472,596
473,597
474,598
475,599
476,600
477,601
478,602
479,603
480,604
481,605
482,606
483,607
484,608
485,609
486,610
487,611
488,612
489,613
490,614
491,615
492,616
493,617
494,618
495,619
496,620
497,621
498,622
499,623
500,624
501,625
502,626
503,627
504,628
505,629
506,630
507,631
508,632
509,633
510,634
511,635
512,636
513,637
514,638
515,639
